elapsed, window, total, successful, failed
132.001465, 0.999876, 62876, 62876, 0
133.001601, 1.000136, 71418, 71418, 0
134.001508, 0.999907, 63678, 63678, 0
135.001351, 0.999843, 67118, 67118, 0
136.001513, 1.000162, 61073, 61073, 0
137.001341, 0.999828, 68267, 68267, 0
138.00142, 1.000079, 61007, 61007, 0
139.001487, 1.000067, 70319, 70319, 0
140.001483, 0.999996, 61401, 61401, 0
141.001395, 0.999912, 67524, 67524, 0
142.001512, 1.000117, 63627, 63627, 0
143.001578, 1.000066, 67902, 67902, 0
144.001558, 0.99998, 54581, 54581, 0
145.001577, 1.000019, 67267, 67267, 0
146.001583, 1.000006, 71349, 71349, 0
147.001386, 0.999803, 63477, 63477, 0
148.001474, 1.000088, 63901, 63901, 0
149.00149, 1.000016, 64830, 64830, 0
150.001324, 0.999834, 71076, 71076, 0
151.001491, 1.000167, 56056, 56056, 0
152.001456, 0.999965, 61660, 61660, 0
153.001358, 0.999902, 65130, 65130, 0
154.001513, 1.000155, 70880, 70880, 0
155.001404, 0.999891, 65892, 65892, 0
156.001314, 0.99991, 63106, 63106, 0
157.001516, 1.000202, 60706, 60706, 0
158.001663, 1.000147, 71039, 71039, 0
159.001518, 0.999855, 63937, 63937, 0
160.001392, 0.999874, 66620, 66620, 0
161.001448, 1.000056, 61934, 61934, 0
162.001801, 1.000353, 66024, 66024, 0
163.001592, 0.999791, 62862, 62862, 0
164.001383, 0.999791, 59536, 59536, 0
165.001859, 1.000476, 72391, 72391, 0
166.001679, 0.99982, 70314, 70314, 0
167.001799, 1.00012, 57098, 57098, 0
168.001532, 0.999733, 63866, 63866, 0
169.001726, 1.000194, 65742, 65742, 0
170.001653, 0.999927, 69435, 69435, 0
171.001393, 0.99974, 60463, 60463, 0
172.001466, 1.000073, 61639, 61639, 0
173.001402, 0.999936, 66076, 66076, 0
174.001391, 0.999989, 60069, 60069, 0
175.001507, 1.000116, 69831, 69831, 0
176.001353, 0.999846, 64592, 64592, 0
177.00136, 1.000007, 68917, 68917, 0
178.001522, 1.000162, 61748, 61748, 0
179.001265, 0.999743, 61085, 61085, 0
180.001448, 1.000183, 68464, 68464, 0
181.001384, 0.999936, 64305, 64305, 0
181.738234, 0.73685, 69, 69, 0
