elapsed, window, total, successful, failed
47.053275, 1.05013, 90070, 90070, 0
48.032321, 0.979046, 84334, 84334, 0
49.003979, 0.971658, 85029, 85029, 0
50.016356, 1.012377, 106777, 106777, 0
51.00302, 0.986664, 88615, 88615, 0
52.004472, 1.001452, 102187, 102187, 0
53.004595, 1.000123, 90774, 90774, 0
54.003957, 0.999362, 92823, 92823, 0
55.003923, 0.999966, 93464, 93464, 0
56.005444, 1.001521, 92744, 92744, 0
57.004406, 0.998962, 98587, 98587, 0
58.003396, 0.99899, 92051, 92051, 0
59.004954, 1.001558, 93377, 93377, 0
60.003119, 0.998165, 96523, 96523, 0
61.005341, 1.002222, 84652, 84652, 0
62.004766, 0.999425, 95937, 95937, 0
63.004912, 1.000146, 99499, 99499, 0
64.004962, 1.00005, 99598, 99598, 0
65.044757, 1.039795, 89003, 89003, 0
66.003309, 0.958552, 87340, 87340, 0
67.003893, 1.000584, 99158, 99158, 0
68.005955, 1.002062, 95984, 95984, 0
69.003839, 0.997884, 93692, 93692, 0
70.00577, 1.001931, 86610, 86610, 0
71.003328, 0.997558, 93462, 93462, 0
72.003395, 1.000067, 94785, 94785, 0
73.004414, 1.001019, 87552, 87552, 0
74.005989, 1.001575, 91005, 91005, 0
75.005486, 0.999497, 99900, 99900, 0
76.002708, 0.997222, 107453, 107453, 0
77.092461, 1.089753, 106153, 106153, 0
78.255316, 1.162855, 70622, 70622, 0
79.024151, 0.768835, 81640, 81640, 0
80.003459, 0.979308, 110181, 110181, 0
81.004434, 1.000975, 101380, 101380, 0
82.073341, 1.068907, 107375, 107375, 0
83.185766, 1.112425, 70537, 70537, 0
84.003311, 0.817545, 97788, 97788, 0
85.005024, 1.001713, 88420, 88420, 0
86.010238, 1.005214, 108742, 108742, 0
87.009358, 0.99912, 95704, 95704, 0
88.02955, 1.020192, 93250, 93250, 0
89.002023, 0.972473, 98721, 98721, 0
90.00428, 1.002257, 94134, 94134, 0
91.002714, 0.998434, 93599, 93599, 0
92.005856, 1.003142, 98935, 98935, 0
93.01452, 1.008664, 83983, 83983, 0
94.004405, 0.989885, 94349, 94349, 0
95.003325, 0.99892, 99923, 99923, 0
96.003404, 1.000079, 94557, 94557, 0
97.004394, 1.00099, 104670, 104670, 0
98.02596, 1.021566, 85151, 85151, 0
99.003539, 0.977579, 88769, 88769, 0
100.005583, 1.002044, 96837, 96837, 0
101.005246, 0.999663, 97249, 97249, 0
102.004264, 0.999018, 89811, 89811, 0
103.005114, 1.00085, 91095, 91095, 0
104.004276, 0.999162, 89267, 89267, 0
105.004846, 1.00057, 94301, 94301, 0
106.004985, 1.000139, 96549, 96549, 0
107.004842, 0.999857, 84863, 84863, 0
108.00389, 0.999048, 105051, 105051, 0
109.004157, 1.000267, 90838, 90838, 0
110.022223, 1.018066, 94137, 94137, 0
111.010252, 0.988029, 87699, 87699, 0
112.005622, 0.99537, 96503, 96503, 0
113.005678, 1.000056, 103469, 103469, 0
114.00507, 0.999392, 91871, 91871, 0
115.013687, 1.008617, 112495, 112495, 0
116.141685, 1.127998, 104498, 104498, 0
117.273515, 1.13183, 77072, 77072, 0
118.080214, 0.806699, 87621, 87621, 0
119.009668, 0.929454, 113425, 113425, 0
120.174591, 1.164923, 79680, 79680, 0
121.008316, 0.833725, 100948, 100948, 0
122.069417, 1.061101, 93380, 93380, 0
123.130698, 1.061281, 85873, 85873, 0
124.072055, 0.941357, 81963, 81963, 0
125.007275, 0.93522, 90671, 90671, 0
126.008575, 1.0013, 99739, 99739, 0
127.008149, 0.999574, 97217, 97217, 0
128.004391, 0.996242, 99825, 99825, 0
129.009577, 1.005186, 90179, 90179, 0
130.007268, 0.997691, 97447, 97447, 0
131.006672, 0.999404, 95103, 95103, 0
132.029835, 1.023163, 86419, 86419, 0
133.005745, 0.97591, 84214, 84214, 0
134.003959, 0.998214, 105961, 105961, 0
135.014542, 1.010583, 101480, 101480, 0
136.069395, 1.054853, 96453, 96453, 0
137.13655, 1.067155, 91408, 91408, 0
138.119647, 0.983097, 92295, 92295, 0
139.086137, 0.96649, 103311, 103311, 0
140.176663, 1.090526, 71847, 71847, 0
141.0229, 0.846237, 111880, 111880, 0
142.151799, 1.128899, 86430, 86430, 0
143.107058, 0.955259, 83189, 83189, 0
144.096273, 0.989215, 85475, 85475, 0
145.149513, 1.05324, 77074, 77074, 0
146.013061, 0.863548, 72900, 72900, 0
147.005677, 0.992616, 97379, 97379, 0
148.002339, 0.996662, 102085, 102085, 0
149.005476, 1.003137, 102077, 102077, 0
150.002168, 0.996692, 94107, 94107, 0
151.003588, 1.00142, 103205, 103205, 0
152.006199, 1.002611, 90811, 90811, 0
153.002431, 0.996232, 84918, 84918, 0
154.004095, 1.001664, 102228, 102228, 0
155.002132, 0.998037, 94784, 94784, 0
156.002258, 1.000126, 93186, 93186, 0
157.004662, 1.002404, 99107, 99107, 0
158.006639, 1.001977, 93822, 93822, 0
159.004383, 0.997744, 93417, 93417, 0
160.002946, 0.998563, 104871, 104871, 0
161.022965, 1.020019, 99408, 99408, 0
162.055758, 1.032793, 89111, 89111, 0
163.043005, 0.987247, 89895, 89895, 0
164.004839, 0.961834, 89620, 89620, 0
165.004082, 0.999243, 99507, 99507, 0
166.002924, 0.998842, 92829, 92829, 0
167.001615, 0.998691, 101753, 101753, 0
168.018313, 1.016698, 91315, 91315, 0
169.001649, 0.983336, 97843, 97843, 0
170.004022, 1.002373, 90359, 90359, 0
171.004354, 1.000332, 93282, 93282, 0
172.004127, 0.999773, 99561, 99561, 0
173.005177, 1.00105, 95248, 95248, 0
174.003488, 0.998311, 93746, 93746, 0
175.004409, 1.000921, 81239, 81239, 0
176.004734, 1.000325, 87545, 87545, 0
177.004738, 1.000004, 77165, 77165, 0
178.004813, 1.000075, 97213, 97213, 0
179.004496, 0.999683, 102992, 102992, 0
180.047057, 1.042561, 94638, 94638, 0
181.068782, 1.021725, 91182, 91182, 0
182.052784, 0.984002, 108051, 108051, 0
183.169678, 1.116894, 84735, 84735, 0
184.187183, 1.017505, 266, 266, 0
