elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
71.003328, 0.997558, 46679, 5, 17.3, 10, 19, 26, 2419, 8673, 0
72.003395, 1.000067, 48134, 5, 17.2, 10, 19, 26, 2434, 16696, 0
73.004414, 1.001019, 42415, 0, 17.6, 10, 20, 26, 2491, 15467, 0
74.005989, 1.001575, 46056, 5, 25.4, 10, 20, 26, 2492, 484905, 0
75.005486, 0.999497, 49683, 0, 31.7, 10, 19, 25, 2399, 526946, 0
76.002708, 0.997222, 56008, 5, 23.8, 10, 19, 25, 2378, 526946, 0
77.092461, 1.089753, 52752, 0, 32.6, 10, 19, 26, 2432, 663615, 0
78.255316, 1.162855, 34596, 5, 27.2, 10, 19, 26, 2483, 663615, 0
79.024151, 0.768835, 38655, 2, 16.1, 10, 19, 26, 2416, 11066, 0
80.003459, 0.979308, 56540, 5, 15.2, 9, 17, 25, 2363, 10417, 0
81.004434, 1.000975, 52359, 0, 20.5, 9, 18, 25, 2299, 387930, 0
82.073341, 1.068907, 52757, 0, 16.9, 10, 20, 26, 2380, 26778, 0
83.185766, 1.112425, 34532, 0, 21.7, 10, 20, 26, 2408, 288846, 0
84.003311, 0.817545, 48354, 5, 21.0, 10, 20, 26, 2442, 288846, 0
85.005024, 1.001713, 43689, 0, 16.0, 10, 19, 25, 2394, 11362, 0
86.010238, 1.005214, 55629, 5, 15.8, 10, 19, 25, 2307, 23035, 0
87.009358, 0.99912, 48216, 0, 16.2, 10, 19, 25, 2348, 23035, 0
88.02955, 1.020192, 46374, 5, 29.5, 10, 19, 27, 2369, 500919, 0
89.002023, 0.972473, 49325, 0, 23.5, 10, 19, 25, 2365, 500919, 0
90.00428, 1.002257, 46036, 5, 15.9, 10, 19, 24, 2386, 7025, 0
91.002714, 0.998434, 46696, 0, 15.5, 10, 19, 24, 2381, 11220, 0
92.005856, 1.003142, 49267, 5, 16.0, 10, 18, 23, 2382, 10964, 0
93.01452, 1.008664, 41603, 0, 15.9, 10, 18, 24, 2382, 9322, 0
94.004405, 0.989885, 47577, 5, 15.2, 10, 19, 24, 2457, 5406, 0
95.003325, 0.99892, 50390, 2, 15.2, 10, 19, 24, 2380, 9963, 0
96.003404, 1.000079, 46756, 5, 15.2, 9, 18, 23, 2333, 10629, 0
